demographic,earnings,order_earnings,change_earnings,earnings_hs,order_earnings_hs,change_earnings_hs,earnings_ba,order_earnings_ba,change_earnings_ba,earnings_aa,order_earnings_aa,change_earnings_aa,earnings_justice,order_earnings_justice,change_earnings_justice,earnings_race,order_earnings_race,change_earnings_race,earnings_comm,order_earnings_comm,change_earnings_comm,earnings_job_quality,order_earnings_job_quality,change_earnings_job_quality,earnings_job_training,order_earnings_job_training,change_earnings_job_training
Hispanic women,4,16,0,4,16,1,4,15,1,4,18,1,4,16,1,5,12,1,4,14,1,4,14,1,4,16,1
White men+,2,6,0,2,5,0,2,6,0,2,6,0,2,6,0,2,6,0,2,5,0,2,4,1,2,4,1
White men+,21,13,0,21,13,1,21,13,1,21,13,1,21,13,1,21,13,1,21,13,1,21,13,1,21,13,1
White women+,14,5,0,14,5,0,14,5,0,14,5,0,14,5,0,14,5,0,14,5,0,14,5,0,14,5,0
White women+,12,15,0,12,15,0,12,15,0,12,16,0,12,15,0,12,15,0,12,13,0,12,15,0,12,14,0
Hispanic women,13,2,0,13,2,1,13,2,1,13,2,1,13,2,1,13,2,1,13,2,1,13,2,1,13,2,1
White men+,9,32,0,9,31,0,9,31,0,9,35,0,9,32,0,9,32,0,9,32,0,9,37,0,10,28,1
White women+,2,51,0,2,43,0,2,51,0,2,51,0,2,51,0,2,51,0,3,28,1,2,48,0,2,51,-1
Hispanic men,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,1,1,2,1,2,4,1,1,2,1
Hispanic men,2,6,0,2,6,0,2,6,0,2,5,0,2,6,0,7,13,1,2,5,1,3,8,1,3,7,1
White women+,13,7,0,13,7,0,13,7,0,13,7,0,13,7,0,13,7,0,13,9,0,13,7,0,13,8,0
White women+,4,62,0,4,65,0,4,60,0,4,59,0,4,62,0,4,62,0,4,57,0,5,46,1,4,58,1
White men+,6,56,0,6,55,0,6,56,0,6,55,0,6,56,0,6,56,0,6,56,1,6,44,0,7,52,1
White men+,6,57,0,6,56,0,6,57,0,7,38,1,6,57,0,6,57,0,6,57,1,6,45,0,7,53,1
White women+,9,24,0,9,24,0,9,25,0,9,24,0,9,24,0,9,24,0,9,28,0,9,24,0,9,23,1
Hispanic women,6,14,0,6,14,0,6,14,0,6,14,0,6,14,0,7,10,1,6,16,1,6,17,0,6,14,0
Hispanic women,2,10,0,2,9,0,2,10,0,2,10,0,2,10,0,2,13,1,2,9,1,2,7,1,2,8,1
Hispanic women,2,11,0,2,10,0,2,11,0,2,11,0,2,11,0,2,14,1,2,10,1,2,8,1,2,9,1
Hispanic men,4,9,0,4,8,0,4,9,0,8,7,1,4,9,0,6,8,1,5,8,1,4,10,0,5,7,1
Hispanic men,4,10,0,4,9,0,4,10,0,4,9,0,4,10,0,6,9,1,5,9,1,4,11,0,5,8,1
White men+,10,29,0,10,29,0,10,28,0,10,28,0,10,29,0,10,29,0,10,29,0,10,32,0,11,33,1
White women+,4,63,0,8,21,1,4,61,0,4,60,0,4,63,0,4,63,0,4,58,0,4,57,0,4,59,1
White women+,6,47,0,6,48,0,6,47,0,6,51,0,6,47,0,6,47,0,6,49,0,6,42,0,7,23,1
Hispanic men,10,5,0,10,4,0,10,5,0,10,5,0,10,5,0,12,2,1,10,4,0,10,5,0,10,6,1
Hispanic women,6,15,0,6,15,1,6,15,1,6,15,1,6,15,1,8,10,1,6,17,1,6,18,1,6,15,1
White women+,10,20,0,10,20,0,10,21,0,10,19,0,10,20,0,10,20,0,10,20,1,10,21,0,10,20,0
Hispanic women,13,3,0,13,3,1,13,3,1,13,3,1,13,3,1,14,2,1,13,3,1,13,3,1,13,3,1
Hispanic women,1,9,0,1,6,0,1,9,0,1,9,0,1,9,0,2,15,1,1,9,1,1,9,0,1,9,0
White women+,4,64,0,4,66,0,4,62,0,4,61,0,4,64,0,4,64,0,4,59,1,4,58,0,4,60,0
White men+,4,22,0,4,19,0,4,22,0,4,22,0,4,22,0,4,22,0,4,22,0,4,21,0,5,33,1
White men+,14,15,0,14,15,0,14,15,0,14,16,0,14,15,0,14,15,0,14,16,0,14,15,0,14,19,0
Black women,5,15,0,5,17,0,5,14,0,5,19,0,5,15,0,7,6,1,5,17,0,5,18,1,5,18,1
Black men,3,31,0,3,29,0,3,31,0,3,28,0,3,30,1,13,5,1,3,29,0,3,33,1,3,33,1
White men+,15,19,0,15,19,0,15,18,0,15,19,0,15,19,0,15,19,0,15,19,0,15,21,0,15,19,1
White women+,8,20,0,8,22,0,8,20,0,9,25,1,8,20,0,8,20,0,8,17,0,8,22,1,8,18,1
Hispanic men,7,11,0,7,11,0,14,3,1,7,11,0,7,11,0,8,8,1,7,14,1,7,18,0,7,13,1
Hispanic women,1,10,0,1,7,1,1,10,1,1,10,1,1,10,1,7,11,1,1,10,1,1,10,1,2,10,1
Hispanic men,3,7,0,3,6,0,3,7,0,3,7,0,3,7,0,3,2,-1,3,8,-1,4,12,1,3,8,1
Hispanic women,3,25,0,3,27,0,3,24,0,3,21,0,3,25,0,4,20,1,4,15,1,3,25,0,3,26,0
Hispanic men,5,8,0,5,8,0,5,8,0,5,9,0,5,8,0,7,14,1,5,10,0,5,7,0,5,9,1
Hispanic women,3,26,0,3,28,1,7,10,1,3,22,1,3,26,1,6,10,1,3,23,1,3,26,1,3,27,1
Hispanic men,2,7,0,2,7,0,2,7,0,2,6,0,2,7,0,5,5,1,2,6,0,3,9,1,2,5,1
Hispanic men,4,11,0,8,7,1,4,11,0,4,10,0,4,11,0,8,9,1,4,9,1,4,13,0,5,10,1
Hispanic women,1,11,0,1,8,0,1,11,0,1,11,0,1,11,0,2,16,1,1,11,0,1,11,1,1,10,1
Hispanic men,8,7,0,8,8,0,8,7,0,8,8,0,8,7,0,12,3,1,8,7,1,8,8,0,8,10,1
Hispanic men,3,8,0,3,7,0,3,8,0,3,8,0,3,8,0,4,8,1,3,9,0,3,10,0,4,10,1
Hispanic men,6,22,0,6,23,0,6,21,0,6,21,0,6,22,0,6,10,1,6,19,1,6,13,0,6,17,1
Hispanic men,10,6,0,10,5,0,10,6,0,10,6,0,10,6,0,10,10,1,9,5,-1,10,6,1,10,7,1
Hispanic women,1,12,0,1,9,0,1,12,0,1,12,0,1,12,0,2,17,1,1,12,-1,1,12,0,1,11,0
Hispanic women,1,13,0,1,10,0,1,13,0,1,13,0,1,13,0,2,18,1,1,13,1,1,13,0,1,12,-1
Hispanic men,3,9,0,5,9,1,3,9,0,3,9,0,3,9,0,6,11,1,3,10,0,3,11,1,3,9,1
Hispanic men,4,12,0,4,10,0,4,12,0,4,11,0,4,12,0,6,12,1,5,11,1,4,14,0,5,11,1
Hispanic men,5,9,0,5,10,0,5,9,0,5,10,0,5,9,0,9,10,1,9,6,1,6,14,1,6,18,1
Hispanic men,4,13,0,4,11,0,4,13,0,4,12,0,4,13,0,11,7,1,4,10,1,5,8,1,4,11,1
Black women,10,4,0,10,4,0,10,4,0,10,4,0,10,4,0,10,5,-1,10,5,0,10,5,0,10,4,0
Hispanic women,4,17,0,4,17,0,4,16,0,4,19,0,4,17,0,5,13,1,4,16,1,4,15,0,4,17,0
Hispanic men,13,3,0,13,3,0,13,4,0,13,3,0,13,3,0,11,8,-1,13,2,1,13,2,0,13,4,0
White men+,21,14,0,21,14,1,21,14,1,21,14,1,21,14,1,21,14,1,21,14,1,21,14,1,21,14,1
White women+,13,8,0,13,8,0,13,8,0,13,8,0,13,8,0,13,8,0,13,10,0,13,8,0,13,9,0
Black women,3,22,0,3,20,0,3,22,0,3,18,0,3,22,0,2,16,-1,3,16,0,3,19,0,3,19,-1
White men+,7,42,0,7,46,0,7,41,0,7,39,0,7,42,0,7,42,0,7,47,0,7,51,0,8,31,1
White men+,11,28,0,11,29,0,11,27,0,11,29,0,11,28,0,11,28,0,11,31,0,11,25,0,11,34,0
Hispanic men,12,3,0,12,3,0,12,3,0,12,3,0,12,3,0,13,11,1,12,3,0,12,3,0,13,5,1
Hispanic men,8,8,0,8,9,0,8,8,0,11,9,1,8,8,0,10,11,1,8,8,-1,8,9,0,8,11,1
White men+,13,15,0,13,17,0,13,15,0,13,14,0,13,15,0,13,15,0,13,15,1,13,15,1,13,19,1
Hispanic women,8,3,0,8,4,1,8,4,1,8,3,1,8,3,1,9,5,1,8,4,1,8,5,1,8,3,1
Hispanic men,1,3,0,1,3,0,1,3,0,1,3,0,1,3,0,4,9,1,2,7,1,1,2,0,1,3,0
Hispanic women,4,18,0,4,18,1,4,17,1,4,20,1,4,18,1,5,14,1,4,17,1,4,16,1,4,18,1
White women+,9,25,0,9,25,0,9,26,0,9,26,0,9,25,0,9,25,0,9,29,0,9,25,0,9,24,0
Hispanic men,7,12,0,7,12,0,7,10,0,7,12,0,7,12,0,8,10,1,7,15,0,7,19,1,7,14,1
White men+,4,23,0,4,20,0,4,23,0,4,23,0,4,23,0,4,23,0,5,26,1,5,33,1,4,25,1
Black men,7,12,0,7,12,0,7,12,0,7,13,0,7,12,1,12,9,1,7,13,0,7,12,1,7,11,1
Hispanic men,5,10,0,5,11,0,5,10,0,5,11,0,5,10,0,5,6,-1,6,20,1,5,9,0,6,19,1
White women+,2,52,0,2,44,0,2,52,0,2,52,0,2,52,0,2,52,0,2,47,1,2,49,1,2,52,1
Hispanic women,4,19,0,4,19,1,4,18,1,4,21,1,4,19,1,5,15,1,4,18,1,4,17,1,4,19,1
White men+,10,30,0,15,20,1,10,29,0,10,29,0,10,30,0,10,30,0,10,30,0,11,26,1,10,29,1
White men+,13,16,0,13,18,0,13,16,0,13,15,0,13,16,0,13,16,0,13,16,0,13,16,0,13,20,0
White women+,12,16,0,12,16,0,12,16,0,12,17,0,12,16,0,12,16,0,12,14,0,12,16,0,12,15,0
Hispanic men,4,14,0,4,12,0,4,14,0,4,13,0,4,14,0,5,7,1,4,11,1,4,15,1,4,12,1
Hispanic women,1,14,0,4,20,1,1,14,0,1,14,0,1,14,0,2,19,1,1,14,0,2,9,1,1,13,1
Hispanic women,3,27,0,3,29,0,3,25,0,3,23,0,3,27,0,4,21,1,3,24,1,3,27,0,3,28,0
White men+,12,28,0,12,28,0,12,30,0,12,28,0,12,28,0,12,28,0,12,27,0,12,31,0,12,24,0
White women+,3,29,0,3,26,0,3,29,0,3,29,0,3,29,0,3,29,0,3,29,0,3,25,0,4,61,1
Black men,3,32,0,5,11,1,3,32,0,3,29,0,3,31,1,14,7,1,3,30,0,3,34,1,3,34,1
White women+,10,21,0,10,21,0,10,22,0,10,20,0,10,21,0,10,21,0,10,21,0,10,22,0,10,21,1
White men+,9,33,0,9,32,0,9,32,0,9,36,0,9,33,0,9,33,0,9,33,0,9,38,0,9,28,0
Hispanic men,3,10,0,6,24,1,3,10,0,3,10,0,3,10,0,3,3,-1,3,11,-1,3,12,1,3,10,1
Hispanic men,3,11,0,3,8,0,3,11,0,3,11,0,3,11,0,2,5,-1,4,12,1,3,13,1,3,11,1
Hispanic men,12,4,0,12,4,0,12,4,0,12,4,0,12,4,0,11,9,-1,11,10,-1,12,4,0,12,4,0
Hispanic women,10,3,0,10,3,0,10,3,0,10,3,0,10,3,0,11,5,1,10,3,1,10,4,0,10,3,0
Hispanic men,2,8,0,2,8,0,2,8,0,2,7,0,2,8,0,4,10,1,2,8,1,2,5,1,2,6,1
Hispanic men,7,13,0,7,13,0,7,11,0,7,13,0,7,13,0,9,11,1,8,9,1,7,20,0,8,12,1
White men+,21,15,0,21,15,0,21,15,0,21,15,0,21,15,0,21,15,0,21,15,0,21,15,0,21,15,0
White men+,14,16,0,14,16,0,14,16,0,14,17,0,14,16,0,14,16,0,14,17,0,14,16,0,14,20,0
White women+,6,48,0,6,49,0,6,48,0,6,52,0,6,48,0,6,48,0,6,50,0,6,43,1,6,45,0
White women+,4,65,0,4,67,0,4,63,0,4,62,0,4,65,0,4,65,0,4,60,0,4,59,1,4,62,1
White women+,12,17,0,12,17,0,12,17,0,12,18,0,12,17,0,12,17,0,12,15,0,12,17,0,12,16,0
White men+,9,34,0,9,33,0,9,33,0,9,37,0,9,34,0,9,34,0,9,34,0,10,33,1,10,30,1
Hispanic men,5,11,0,5,12,0,5,11,0,5,12,0,5,11,0,6,13,1,5,12,1,5,10,0,5,12,0
White women+,11,20,0,11,20,0,11,21,0,11,20,0,11,20,0,11,20,0,11,21,0,11,21,0,11,24,0
Hispanic men,14,2,0,14,2,0,14,4,0,14,2,0,14,2,0,14,4,1,14,2,0,14,3,0,14,1,0
White men+,4,24,0,4,21,1,4,24,1,4,24,1,4,24,1,4,24,1,4,23,1,4,22,1,5,34,1
White men+,3,19,0,3,18,0,3,19,0,3,19,0,3,19,0,3,19,0,3,18,0,4,23,1,3,15,1
Hispanic women,10,4,0,10,4,0,10,4,0,10,4,0,10,4,0,11,6,1,10,4,1,10,5,0,10,4,0
White men+,8,30,0,8,33,0,8,30,0,8,32,0,8,30,0,8,30,0,8,35,0,8,35,0,8,32,0
White women+,6,49,0,6,50,0,6,49,0,6,53,0,6,49,0,6,49,0,6,51,0,7,28,1,6,46,1
White men+,8,31,0,8,34,0,8,31,0,8,33,0,8,31,0,8,31,0,8,36,0,8,36,0,8,33,0
White men+,7,43,0,7,47,0,7,42,0,7,40,0,7,43,0,7,43,0,7,48,0,8,37,1,7,54,1
Hispanic men,8,9,0,8,10,0,8,9,0,8,9,0,8,9,0,11,10,1,8,10,0,9,6,1,8,13,1
Hispanic men,8,10,0,8,11,0,8,10,0,8,10,0,8,10,0,6,14,-1,8,11,0,8,10,0,8,14,0
White men+,7,44,0,7,48,0,7,43,0,7,41,0,7,44,0,7,44,0,7,49,0,8,38,1,7,55,1
Hispanic women,3,28,0,3,30,0,3,26,0,3,24,0,3,28,0,3,14,1,3,25,1,3,28,1,3,29,1
Hispanic women,9,6,0,9,6,0,9,6,0,9,6,0,9,6,0,10,5,1,9,6,0,9,5,0,9,6,0
White women+,5,42,0,5,45,0,5,41,0,5,40,0,5,42,0,5,42,0,5,46,0,6,44,1,5,45,0
White men+,18,5,0,18,5,1,18,5,1,18,5,1,18,5,1,18,5,1,18,5,1,18,6,1,18,6,1
Black men,6,6,0,6,7,0,6,6,0,6,9,0,6,6,1,12,10,1,6,8,0,6,7,0,6,6,0
White men+,5,37,0,5,35,0,5,37,0,5,37,0,5,37,0,5,37,0,6,58,1,5,34,0,5,35,0
Hispanic women,3,29,0,3,31,0,3,27,0,3,25,0,3,29,0,5,16,1,3,26,1,3,29,0,3,30,0
Hispanic women,3,30,0,3,32,0,3,28,0,3,26,0,3,30,0,5,17,1,3,27,1,3,30,0,3,31,0
Hispanic women,3,31,0,3,33,0,7,11,1,3,27,0,3,31,0,5,18,1,3,28,1,3,31,0,3,32,0
Hispanic men,2,9,0,2,9,0,2,9,0,2,8,0,2,9,0,2,6,1,1,3,-1,2,6,1,2,7,1
Hispanic men,4,15,0,7,14,1,4,15,0,4,14,0,4,15,0,5,8,1,5,13,1,5,11,1,4,13,1
Hispanic men,7,14,0,7,15,0,7,12,0,12,5,1,7,14,0,12,4,1,7,16,-1,7,21,0,7,15,1
Hispanic men,3,12,0,3,9,0,3,12,0,3,12,0,3,12,0,4,11,1,3,12,-1,3,14,1,3,12,1
Hispanic men,7,15,0,7,16,0,7,13,0,7,14,0,7,15,0,9,12,1,7,17,-1,7,22,0,7,16,1
White men+,13,17,0,13,19,0,13,17,0,13,16,0,13,17,0,13,17,0,13,17,0,13,17,0,14,21,1
Hispanic men,5,12,0,5,13,0,5,12,0,5,13,0,5,12,0,7,15,1,5,14,1,6,15,1,5,13,1
Hispanic men,11,9,0,11,9,0,11,9,0,11,10,0,11,9,0,10,12,-1,11,11,0,11,9,0,11,8,0
Black women,3,23,0,3,21,0,3,23,0,3,19,0,3,23,0,7,7,1,3,17,0,3,20,1,3,20,1
Hispanic women,10,5,0,10,5,1,10,5,1,10,5,1,10,5,1,11,7,1,10,5,1,10,6,1,10,5,1
White women+,9,26,0,9,26,0,9,27,0,9,27,0,9,26,0,9,26,0,9,30,1,9,26,0,9,25,0
Hispanic women,2,12,0,2,11,0,2,12,0,2,12,0,2,12,0,7,12,1,1,15,-1,2,10,1,2,11,1
Hispanic men,3,13,0,3,10,0,3,13,0,3,13,0,3,13,0,2,7,-1,3,13,0,4,16,1,3,13,1
Black men,3,33,0,3,30,0,3,33,0,3,30,0,3,32,1,7,18,1,3,31,0,3,35,0,3,35,0
White men+,8,32,0,8,35,0,8,32,0,9,38,1,8,32,0,8,32,0,8,37,1,8,39,0,8,34,1
Hispanic men,4,16,0,7,17,1,4,16,0,4,15,0,4,16,0,6,15,1,5,15,1,4,17,0,4,14,0
Hispanic women,10,6,0,10,6,0,10,6,0,10,6,0,10,6,0,11,8,1,10,6,0,10,7,0,10,6,1
White women+,4,66,0,4,68,0,4,64,0,6,54,1,4,66,0,4,66,0,4,61,1,4,60,1,4,63,1
White men+,10,31,0,10,30,0,10,30,0,10,30,0,10,31,0,10,31,0,10,31,0,10,34,0,10,31,0
White women+,2,53,0,4,69,1,2,53,0,2,53,0,2,53,0,2,53,0,2,48,1,2,50,1,2,53,1
White men+,5,38,0,5,36,0,5,38,0,5,38,0,5,38,0,5,38,0,5,27,1,5,35,0,5,36,-1
White men+,6,58,0,6,57,0,6,58,0,6,56,0,6,58,0,6,58,0,8,38,1,7,52,1,6,47,1
White men+,7,45,0,7,49,0,7,44,0,7,42,0,7,45,0,7,45,0,7,50,1,7,53,0,8,35,1
White men+,6,59,0,6,58,0,6,59,0,6,57,0,6,59,0,6,59,0,6,59,1,6,46,1,6,48,1
White men+,5,39,0,5,37,0,5,39,0,5,39,0,5,39,0,5,39,0,5,28,1,5,36,1,5,37,1
White women+,7,19,0,7,22,0,7,19,0,7,20,0,7,19,0,7,19,0,7,21,0,7,29,0,7,24,0
White men+,10,32,0,10,31,0,10,31,0,10,31,0,10,32,0,10,32,0,10,32,0,11,27,1,11,35,1
White women+,8,21,0,8,23,0,8,21,0,8,20,0,8,21,0,8,21,0,8,18,0,8,23,0,8,19,0
White women+,4,67,0,4,70,0,4,65,0,4,63,0,4,67,0,4,67,0,4,62,0,4,61,1,4,64,1
White women+,9,27,0,9,27,0,9,28,0,9,28,0,9,27,0,9,27,0,9,31,0,9,27,0,9,26,0
White men+,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0,21,16,0
White women+,4,68,0,4,71,0,4,66,0,4,64,0,4,68,0,4,68,0,4,63,0,4,62,1,4,65,1
White women+,2,54,0,2,45,0,2,54,0,2,54,0,2,54,0,2,54,0,2,49,0,2,51,0,2,54,1
White women+,10,22,0,10,22,0,13,9,1,10,21,0,10,22,0,10,22,0,10,22,0,10,23,0,10,22,0
White women+,4,69,0,4,72,0,4,67,0,4,65,0,4,69,0,4,69,0,4,64,0,4,63,0,4,66,1
White women+,6,50,0,6,51,0,6,50,0,6,55,0,6,50,0,6,50,0,6,52,0,6,45,0,6,47,1
White men+,7,46,0,7,50,0,7,45,0,7,43,0,7,46,0,7,46,0,7,51,1,7,54,0,7,56,1
White women+,9,28,0,9,28,0,9,29,0,9,29,0,9,28,0,9,28,0,9,32,0,9,28,0,9,27,0
Black women,10,5,0,10,5,0,10,5,0,10,5,0,10,5,0,11,7,1,10,6,0,10,6,0,10,5,0
White men+,6,60,0,6,59,0,6,60,0,6,58,0,6,60,0,6,60,0,6,60,0,6,47,0,6,49,0
White women+,14,6,0,14,6,0,14,6,0,14,6,0,14,6,0,14,6,0,14,6,0,14,6,0,14,6,0
Black women,6,6,0,6,6,0,6,5,0,6,7,0,6,6,0,8,5,1,6,7,0,6,8,0,6,6,0
Hispanic women,7,9,0,7,10,1,7,12,1,7,10,1,7,9,1,11,9,1,7,10,1,7,7,1,8,4,1
White women+,8,22,0,8,24,0,8,22,0,8,21,0,8,22,0,8,22,0,8,19,0,8,24,0,8,20,0
White men+,8,33,0,8,36,0,8,33,0,8,34,0,8,33,0,8,33,0,8,39,0,9,39,1,8,36,1
White men+,4,25,0,4,22,0,4,25,0,4,25,0,4,25,0,4,25,0,4,24,0,5,37,1,5,38,1
White men+,10,33,0,10,32,0,10,32,0,10,32,0,10,33,0,10,33,0,10,33,0,10,35,0,10,32,1
White women+,4,70,0,4,73,0,4,68,0,4,66,0,4,70,0,4,70,0,4,65,0,4,64,0,4,67,0
White women+,11,21,0,11,21,0,11,22,0,11,21,0,11,21,0,11,21,0,11,22,0,11,22,0,11,25,0
White men+,5,40,0,7,51,1,5,40,0,5,40,0,5,40,0,5,40,0,5,29,0,5,38,0,5,39,0
White men+,5,41,0,5,38,1,5,41,1,5,41,1,5,41,1,5,41,1,5,30,1,5,39,1,6,50,1
Hispanic women,5,10,0,5,10,1,5,10,1,5,11,1,5,10,1,5,19,-1,5,11,1,5,12,1,6,16,1
White women+,2,55,0,2,46,0,2,55,0,2,55,0,2,55,0,2,55,0,2,50,0,2,52,1,2,55,1
White men+,6,61,0,6,60,0,6,61,0,6,59,0,6,61,0,6,61,0,6,61,0,6,48,1,6,51,1
White women+,7,20,0,7,23,0,7,20,0,7,21,0,7,20,0,7,20,0,7,22,0,7,30,0,7,25,0
White men+,16,6,0,16,6,0,16,7,0,17,7,1,16,6,0,16,6,0,16,6,0,16,5,0,17,6,1
White men+,8,34,0,8,37,0,8,34,0,8,35,0,8,34,0,8,34,0,8,40,0,8,40,0,8,37,0
White men+,8,35,0,8,38,0,8,35,0,8,36,0,8,35,0,8,35,0,8,41,0,8,41,0,8,38,0
White men+,9,35,0,9,34,0,9,34,0,9,39,0,9,35,0,9,35,0,9,35,0,9,40,0,9,29,0
White men+,17,7,0,17,7,0,17,9,0,17,8,0,17,7,0,17,7,0,17,8,0,17,7,0,17,7,0
White women+,2,56,0,2,47,0,2,56,0,2,56,0,2,56,0,2,56,0,2,51,0,2,53,0,2,56,1
White men+,7,47,0,7,52,0,7,46,0,7,44,0,7,47,0,7,47,0,7,52,1,8,42,1,7,57,1
White women+,7,21,0,7,24,0,7,21,0,7,22,0,7,21,0,7,21,0,7,23,0,7,31,0,9,28,1
White men+,5,42,0,5,39,0,5,42,0,5,42,0,5,42,0,5,42,0,5,31,0,5,40,0,6,52,1
White men+,14,17,0,14,17,1,14,17,1,14,18,1,14,17,1,14,17,1,14,18,1,14,17,1,15,20,1
White men+,19,3,0,19,3,1,19,3,1,19,3,1,19,3,1,19,3,1,19,3,1,19,3,1,20,4,1
Hispanic women,1,15,0,3,34,1,1,15,0,1,15,0,1,15,0,2,20,1,1,16,1,1,14,0,1,14,0
Hispanic women,3,32,0,3,35,1,6,16,1,3,28,1,3,32,1,4,22,1,4,19,1,4,18,1,4,20,1
Hispanic men,4,17,0,4,13,0,4,17,0,4,16,0,4,17,0,6,16,1,5,16,1,4,18,0,5,14,1
Hispanic women,5,11,0,5,11,1,5,11,1,5,12,1,5,11,1,5,20,-1,5,12,1,5,13,1,5,10,1
Hispanic men,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,2,8,1,1,4,1,1,3,1,1,4,1
Black women,4,28,0,4,30,0,4,27,0,4,26,0,4,28,0,4,17,1,4,30,1,4,27,1,4,28,1
White men+,15,20,0,15,21,0,15,19,0,15,20,0,15,20,0,15,20,0,15,20,0,15,22,0,15,21,0
White men+,2,7,0,2,6,0,2,7,0,2,7,0,2,7,0,2,7,0,2,6,1,2,5,1,2,5,1
White men+,2,8,0,2,7,0,2,8,0,2,8,0,2,8,0,2,8,0,2,7,1,2,6,1,2,6,1
White men+,5,43,0,5,40,0,5,43,0,5,43,0,5,43,0,5,43,0,5,32,1,5,41,0,5,40,1
White men+,19,4,0,19,4,0,19,4,0,19,4,0,19,4,0,19,4,0,19,4,0,19,4,0,19,3,0
White women+,3,30,0,3,27,0,3,30,0,3,30,0,3,30,0,3,30,0,3,30,0,3,26,0,4,68,1
White women+,10,23,0,10,23,0,10,23,0,10,22,0,10,23,0,10,23,0,10,23,0,10,24,0,10,23,0
Hispanic men,19,2,0,19,2,0,19,2,0,19,2,0,19,2,0,18,2,-1,19,2,0,19,2,0,19,1,0
Hispanic women,1,16,0,1,11,0,1,16,0,1,16,0,1,16,0,2,21,1,1,17,1,1,15,1,1,15,1
Hispanic women,1,17,0,1,12,0,1,17,0,1,17,0,1,17,0,3,15,1,4,20,1,1,16,0,1,16,0
White men+,14,18,0,14,18,0,14,18,0,14,19,0,14,18,0,14,18,0,14,19,0,14,18,0,14,22,1
White men+,11,29,0,11,30,0,11,28,0,11,30,0,11,29,0,11,29,0,11,32,0,11,28,0,11,36,0
White women+,6,51,0,6,52,0,6,51,0,6,56,0,6,51,0,6,51,0,6,53,0,6,46,0,6,48,0
White women+,12,18,0,12,18,0,12,18,0,12,19,0,12,18,0,12,18,0,12,16,0,12,18,0,12,17,0
White women+,2,57,0,2,48,0,2,57,0,2,57,0,2,57,0,2,57,0,2,52,0,2,54,0,2,57,0
White men+,9,36,0,9,35,0,9,35,0,9,40,0,9,36,0,9,36,0,9,36,0,9,41,0,10,33,1
White men+,21,17,0,21,17,1,21,17,1,21,17,1,21,17,1,21,17,1,21,17,1,21,17,1,21,17,1
Black women,6,7,0,6,7,0,6,6,0,6,8,0,6,7,0,6,14,-1,7,8,1,6,9,0,6,7,0
White men+,5,44,0,5,41,0,5,44,0,5,44,0,5,44,0,5,44,0,5,33,0,5,42,0,5,41,-1
White men+,7,48,0,10,33,1,7,47,0,7,45,0,7,48,0,7,48,0,8,42,1,7,55,0,8,39,1
Black men,3,34,0,6,8,1,3,34,0,3,31,0,3,33,1,7,19,1,4,15,1,4,20,1,3,36,1
White women+,5,43,0,5,46,0,5,42,0,5,41,0,5,43,0,5,43,0,5,47,1,6,47,1,5,46,1
Black women,4,29,0,4,31,0,4,28,0,6,9,1,4,29,0,4,18,-1,5,18,1,4,28,0,4,29,0
White men+,6,62,0,6,61,1,6,62,1,6,60,1,6,62,1,6,62,1,6,62,1,6,49,1,7,58,1
White women+,13,9,0,13,9,0,13,10,0,13,9,0,13,9,0,13,9,0,13,11,0,13,9,0,13,10,1
White women+,2,58,0,7,25,1,2,58,0,2,58,0,2,58,0,2,58,0,6,54,1,2,55,0,2,58,0
White men+,10,34,0,10,34,0,10,33,0,10,33,0,10,34,0,10,34,0,10,34,0,10,36,0,11,37,1
Black women,4,30,0,4,32,0,4,29,0,4,27,0,4,30,0,4,19,1,4,31,0,5,19,1,4,30,1
White men+,4,26,0,4,23,0,4,26,0,4,26,0,4,26,0,4,26,0,4,25,0,5,43,1,4,26,1
White women+,11,22,0,11,22,0,11,23,0,11,22,0,11,22,0,11,22,0,11,23,1,11,23,0,11,26,0
White women+,4,71,0,4,74,0,4,69,0,4,67,0,4,71,0,4,71,0,4,66,1,4,65,0,4,69,1
Hispanic men,6,23,0,6,25,0,6,22,0,6,22,0,6,23,0,8,11,1,6,21,1,6,16,1,6,20,1
White men+,7,49,0,7,53,0,7,48,0,7,46,0,7,49,0,7,49,0,7,53,1,7,56,0,7,59,1
White women+,5,44,0,5,47,0,5,43,0,5,42,0,5,44,0,5,44,0,5,48,0,5,47,1,5,47,1
White men+,4,27,0,4,24,0,4,27,0,4,27,0,4,27,0,4,27,0,5,34,1,4,24,0,5,42,1
Black men,3,35,0,3,31,0,3,35,0,3,32,0,7,13,1,10,8,1,7,14,1,3,36,0,3,37,0
White women+,2,59,0,2,49,0,2,59,0,2,59,0,2,59,0,2,59,0,2,53,0,2,56,0,2,59,0
White women+,2,60,0,2,50,0,2,60,0,2,60,0,2,60,0,2,60,0,2,54,1,2,57,0,2,60,0
Hispanic men,7,16,0,7,18,0,7,14,0,9,5,1,7,16,0,10,13,1,7,18,1,7,23,0,8,15,1
White women+,4,72,0,4,75,0,4,70,0,4,68,0,4,72,0,4,72,0,4,67,0,4,66,0,4,70,1
